Date,Open,High,Low,Close,Adj Close,Volume
2024-06-17,262.01,265.21,255.91,264.4,264.15,79338685
2024-06-18,260.89,263.27,255.2,262.65,262.58,69843743
2024-06-19,263.78,264.71,258.18,262.91,262.78,91819674
2024-06-20,271.94,276.04,268.19,269.15,268.65,43486300
2024-06-21,270.87,274.68,264.9,270.2,269.73,74123399
2024-06-24,269.95,272.33,264.45,270.54,270.16,56106271
2024-06-25,264.12,268.43,258.99,264.12,263.87,90517577
2024-06-26,265.47,273.35,264.48,267.81,267.53,84849069
2024-06-27,272.21,272.76,266.61,271.07,270.54,85715420
2024-06-28,283.7,287.37,276.03,281.96,281.41,110963592
2024-07-01,279.64,285.45,275.48,280.52,280.4,95954349
2024-07-02,280.83,283.75,276.19,281.76,281.3,66981554
2024-07-03,283.68,286.06,279.76,283.15,283.04,69975154
2024-07-04,290.55,296.02,286.57,291.44,291.32,82827322
2024-07-05,290.94,297.64,290.41,291.07,290.68,72720560
2024-07-08,296.97,303.04,287.89,292.67,292.43,85280325
2024-07-09,295.51,300.46,294.64,296.02,295.47,37487424
2024-07-10,296.41,302.66,293.02,297.15,297.1,118524563
2024-07-11,293.57,297.78,291.21,294.91,294.6,71206438
2024-07-12,297.61,302.49,291.9,296.07,295.53,44442888
2024-07-15,301.6,305.67,300.33,301.98,301.44,54197409
2024-07-16,295.24,298.24,290.05,296.59,296.5,38562629
2024-07-17,300.19,305.54,291.46,297.43,297.22,119637496
2024-07-18,296.76,301.02,292.4,293.84,293.48,67266724
2024-07-19,299.1,303.25,298.06,300.37,300.27,106977157
2024-07-22,288.55,299.06,287.26,292.37,291.81,184270188
2024-07-23,291.62,292.06,283.19,289.58,289.05,74716146
2024-07-24,290.28,294.18,286.31,291.68,291.58,50940891
2024-07-25,301.81,302.53,296.49,300.15,300.08,55569770
2024-07-26,295.8,305.75,294.74,299.93,299.88,56789729
2024-07-29,298.94,304.28,292.16,297.08,296.54,57442200
2024-07-30,304.85,310.21,298.19,307.45,307.34,63438118
2024-07-31,301.21,306.4,293.42,299.68,299.43,64793944
2024-08-01,288.21,291.24,283.56,288.18,287.92,63659801
2024-08-02,288.66,296.17,287.85,290.6,290.25,58004724
2024-08-05,287.3,291.55,286.23,288.12,288.08,72697727
2024-08-06,284.36,287.45,282.38,283.0,282.87,64100944
2024-08-07,286.97,293.69,284.7,286.76,286.22,44778871
2024-08-08,289.33,291.36,286.92,288.15,287.62,70677137
2024-08-09,289.31,290.44,283.3,285.37,284.92,67748432
2024-08-12,275.94,283.18,273.11,278.99,278.98,44979172
2024-08-13,286.74,293.7,276.83,283.53,283.35,59319069
2024-08-14,287.21,290.1,282.51,287.0,286.64,82737716
2024-08-15,284.81,287.33,278.82,286.62,286.46,50921705
2024-08-16,293.68,299.15,288.38,296.44,295.9,49436306
2024-08-19,290.53,294.74,289.45,290.91,290.54,63913322
2024-08-20,284.99,286.38,277.88,283.16,283.12,83338970
2024-08-21,279.53,284.48,277.41,279.78,279.27,116208613
2024-08-22,282.64,289.69,275.11,279.68,279.14,84183348
2024-08-23,278.18,284.36,275.62,281.03,280.99,94845287
2024-08-26,279.92,282.6,272.94,279.94,279.64,77136037
2024-08-27,279.38,284.84,277.33,281.85,281.68,57781159
2024-08-28,276.4,277.44,273.57,275.69,275.48,84013234
2024-08-29,284.84,291.16,276.47,283.08,282.98,68342032
2024-08-30,281.96,285.89,281.51,282.79,282.46,77794031
2024-09-02,283.4,291.63,278.38,288.66,288.11,53710412
2024-09-03,290.98,295.88,285.23,290.58,290.29,79766216
2024-09-04,294.01,297.42,286.93,293.11,293.06,67677443
2024-09-05,297.1,302.02,289.04,296.27,295.9,74682620
2024-09-06,301.38,302.13,291.5,298.8,298.59,68352268
2024-09-09,300.14,308.62,299.37,302.41,301.89,64772321
2024-09-10,311.35,318.69,303.45,309.87,309.6,80174752
2024-09-11,313.71,318.9,305.97,311.11,310.99,62476452
2024-09-12,311.32,322.78,306.17,315.25,315.13,44865205
2024-09-13,315.58,317.05,313.6,314.88,314.4,41420818
2024-09-16,322.15,327.32,316.8,323.29,323.12,73709513
2024-09-17,319.34,324.46,311.49,319.53,319.04,61761133
2024-09-18,331.01,335.96,322.65,330.2,330.07,43135549
2024-09-19,328.99,333.62,325.19,330.11,329.9,149386315
2024-09-20,320.34,324.8,319.71,321.86,321.56,68184029
2024-09-23,322.83,324.14,319.62,322.75,322.14,60861660
2024-09-24,316.54,322.28,309.94,318.96,318.37,75008530
2024-09-25,321.51,325.56,315.78,323.97,323.84,101161835
2024-09-26,321.86,327.85,316.48,320.33,320.1,100301499
2024-09-27,315.36,319.82,314.62,317.91,317.82,72875269
2024-09-30,308.85,309.6,303.96,307.42,307.11,68359211
2024-10-01,306.05,310.42,301.33,305.07,304.78,73160898
2024-10-02,288.64,296.64,281.92,292.17,291.65,76326270
2024-10-03,282.74,290.32,278.11,284.09,283.56,64934024
2024-10-04,290.54,294.86,285.69,288.13,287.91,73506019
2024-10-07,290.36,295.09,286.41,292.37,292.08,45054774
2024-10-08,293.79,300.72,293.03,294.75,294.22,71612735
2024-10-09,290.73,294.79,282.74,289.79,289.33,79998113
2024-10-10,291.26,292.11,286.88,289.68,289.67,61028410
2024-10-11,289.28,294.01,285.67,289.79,289.6,68153526
2024-10-14,282.75,290.41,280.05,283.94,283.7,51278611
2024-10-15,294.76,297.86,286.78,291.86,291.72,49323835
2024-10-16,300.25,302.68,291.62,296.63,296.52,74256362
2024-10-17,297.62,298.94,290.22,295.59,295.57,57066519
2024-10-18,296.04,297.41,293.67,295.87,295.49,42562945
2024-10-21,295.43,300.49,292.9,297.11,296.96,51274693
2024-10-22,284.85,290.9,283.71,286.52,286.49,53405252
2024-10-23,286.42,287.26,280.6,285.38,285.24,86953872
2024-10-24,282.85,289.51,281.47,282.02,281.57,73600157
2024-10-25,279.83,285.18,272.85,277.11,276.63,54841468
2024-10-28,277.09,281.27,269.8,275.83,275.57,59377821
2024-10-29,282.03,290.98,275.72,285.03,284.79,101076623
2024-10-30,290.59,291.44,285.07,288.47,287.9,90976744
2024-10-31,283.65,289.2,280.24,285.65,285.53,109985979
2024-11-01,287.96,293.39,287.14,288.74,288.61,96958444
2024-11-04,296.75,302.95,291.17,296.23,296.06,68437380
2024-11-05,305.55,311.6,295.1,301.34,301.24,87565448
2024-11-06,308.37,310.73,299.73,301.8,301.57,66871242
2024-11-07,299.71,306.78,295.12,298.44,297.9,97565838
2024-11-08,301.96,303.56,295.58,302.35,301.98,50592405
2024-11-11,305.78,312.51,297.92,304.64,304.39,65168037
2024-11-12,311.65,319.22,307.61,309.73,309.15,98406216
2024-11-13,312.72,315.07,308.28,313.43,313.4,35822097
2024-11-14,323.56,329.5,317.75,319.55,319.41,69102993
2024-11-15,317.14,317.76,315.54,316.63,316.27,62696289
2024-11-18,325.5,328.99,316.95,324.37,323.97,84791931
2024-11-19,327.19,331.57,318.94,325.67,325.65,94450038
2024-11-20,339.22,344.29,331.71,338.22,337.95,85882038
2024-11-21,336.16,344.05,333.48,334.2,333.77,74886625
2024-11-22,343.47,350.88,336.18,344.97,344.48,70799597
2024-11-25,345.0,350.7,341.03,346.35,345.91,63595090
2024-11-26,339.83,349.47,336.7,342.47,342.25,74238848
2024-11-27,340.7,348.81,334.86,339.65,339.59,105340566
2024-11-28,339.69,340.21,336.77,337.85,337.56,55476072
2024-11-29,341.68,350.08,334.07,340.59,340.51,62546634
2024-12-02,348.0,349.07,338.82,343.97,343.32,68535540
2024-12-03,340.57,347.59,338.71,340.59,340.26,92643277
2024-12-04,342.19,344.83,338.71,340.59,340.38,74516449
2024-12-05,351.43,355.62,349.53,354.14,353.6,92191706
2024-12-06,364.5,369.71,363.64,365.49,365.13,93507910
2024-12-09,370.33,376.43,362.97,368.54,368.31,82621137
2024-12-10,371.15,374.91,361.15,368.96,368.36,51965343
2024-12-11,369.16,370.78,368.64,369.92,369.28,111452839
2024-12-12,374.01,379.96,373.2,374.2,373.69,103955386
2024-12-13,363.63,375.86,358.27,367.54,367.5,71256529
2024-12-16,365.09,369.73,357.54,366.0,365.59,47541336
2024-12-17,357.55,359.76,352.19,355.33,354.79,45220736
2024-12-18,359.5,363.68,354.69,358.06,357.96,75166346
2024-12-19,363.69,364.47,356.87,362.42,362.25,180620704
2024-12-20,359.56,367.0,356.71,359.44,358.8,43279638
2024-12-23,369.95,377.66,369.33,369.93,369.92,44982469
2024-12-24,360.35,367.5,353.63,362.02,361.48,61368711
2024-12-25,354.49,357.85,347.12,352.77,352.43,73926808
2024-12-26,355.4,362.57,349.06,354.35,354.04,103761489
2024-12-27,362.5,367.69,354.47,361.26,361.25,80164202
2024-12-30,371.17,380.3,364.78,372.54,371.93,131118680
2024-12-31,364.07,375.62,361.91,369.64,369.38,77857568
2025-01-01,379.96,387.49,373.49,377.06,376.65,140353245
2025-01-02,375.71,382.76,374.19,376.97,376.46,86105036
2025-01-03,373.7,380.08,372.16,375.97,375.44,69221496
2025-01-06,384.02,393.24,375.59,382.17,381.44,93562588
2025-01-07,385.8,392.27,377.46,386.86,386.45,88176610
2025-01-08,378.99,384.88,367.13,376.2,375.9,71639832
2025-01-09,388.18,390.62,380.29,386.51,385.77,67701776
2025-01-10,398.31,404.69,394.26,396.41,395.9,90561104
2025-01-13,388.4,397.92,387.03,392.15,391.91,57324174
2025-01-14,398.48,400.65,387.03,395.13,395.03,131752085
2025-01-15,399.57,400.54,392.9,398.84,398.17,45835174
2025-01-16,399.86,407.11,393.53,400.89,400.6,56008887
2025-01-17,397.52,405.2,389.28,397.12,396.6,84200249
2025-01-20,387.65,397.85,380.72,392.53,392.16,62184860
2025-01-21,393.65,396.18,384.27,392.52,392.37,74125508
2025-01-22,398.19,407.89,397.25,401.08,400.59,60935281
2025-01-23,401.37,406.39,393.76,405.2,405.15,61070881
2025-01-24,398.4,407.36,389.86,402.69,402.36,52529000
2025-01-27,411.69,413.71,405.29,408.51,408.06,68221820
2025-01-28,386.55,390.37,380.22,388.26,387.92,66649623
2025-01-29,400.81,403.16,393.17,396.55,395.96,78574046
2025-01-30,383.06,388.45,373.87,384.5,383.86,75872217
2025-01-31,377.61,383.02,376.92,382.17,381.58,66240626
2025-02-03,371.79,378.67,366.24,374.72,374.69,45914931
2025-02-04,369.42,374.32,364.42,366.25,366.11,326779797
2025-02-05,373.74,378.86,366.98,374.15,373.75,68352820
2025-02-06,369.76,374.96,367.83,371.18,370.49,71578531
2025-02-07,374.09,382.0,371.19,373.67,373.05,109577697
2025-02-10,374.84,376.52,368.72,373.52,372.89,90269301
2025-02-11,379.86,384.85,368.26,376.92,376.69,79320849
2025-02-12,381.44,382.38,375.31,377.61,377.28,69954821
2025-02-13,368.22,370.15,366.58,369.15,368.8,69772118
2025-02-14,372.51,381.56,365.35,376.0,375.88,74868055
2025-02-17,371.76,378.28,366.92,372.84,372.82,185376330
2025-02-18,363.36,371.38,354.4,362.7,362.02,113033895
2025-02-19,357.65,365.26,356.04,360.08,359.91,139911453
2025-02-20,367.63,379.0,361.56,370.11,369.93,75926689
2025-02-21,376.89,377.71,373.51,375.98,375.92,38304904
2025-02-24,373.67,375.05,371.89,373.8,373.11,53624539
2025-02-25,371.71,372.47,365.16,371.62,371.19,116246666
2025-02-26,367.68,371.66,362.08,369.65,369.15,85602798
2025-02-27,383.28,389.27,375.95,383.9,383.2,78869000
2025-02-28,384.22,393.1,380.98,386.72,386.45,66805180
2025-03-03,392.33,393.15,385.32,389.9,389.42,50177617
2025-03-04,400.26,409.74,393.11,397.38,397.35,111975083
2025-03-05,394.11,407.74,384.41,399.27,399.12,55589613
2025-03-06,395.0,400.82,391.84,397.59,396.93,85858668
2025-03-07,392.21,397.5,389.05,396.37,395.76,48632826
2025-03-10,394.23,398.04,390.48,396.03,395.76,65903899
2025-03-11,395.72,397.55,389.96,395.95,395.65,92436621
2025-03-12,397.27,402.94,394.47,401.35,400.92,65273156
2025-03-13,399.31,407.31,390.14,401.9,401.9,63138408
2025-03-14,404.56,410.23,401.57,407.42,407.23,70208781
2025-03-17,407.6,411.52,397.86,407.01,406.84,48154492
2025-03-18,407.97,418.07,406.35,407.77,407.57,45683359
2025-03-19,391.56,400.4,384.99,393.54,392.91,85497014
2025-03-20,400.77,410.29,391.16,400.27,400.05,62195115
2025-03-21,401.41,404.74,399.39,402.96,402.8,85311645
2025-03-24,409.66,414.62,399.73,410.44,410.03,95735242
2025-03-25,394.34,399.98,385.14,389.77,389.1,97916509
2025-03-26,408.68,409.84,395.29,404.88,404.69,44461023
2025-03-27,400.37,404.49,393.47,404.05,403.99,57575840
2025-03-28,414.77,421.86,408.98,412.37,412.08,81371014
2025-03-31,407.21,413.89,402.67,404.91,404.3,81723018
2025-04-01,406.29,414.03,402.92,409.58,409.13,131412044
2025-04-02,404.38,409.53,400.77,402.07,401.42,54291270
2025-04-03,402.04,406.46,395.99,397.76,397.0,97084564
2025-04-04,408.65,412.54,407.22,411.89,411.24,77690433
2025-04-07,408.03,414.38,403.48,410.66,410.17,44222300
2025-04-08,415.4,417.58,404.17,412.46,412.05,60045762
2025-04-09,419.96,421.37,417.32,419.16,419.13,75339388
2025-04-10,424.74,434.92,421.36,423.11,422.27,43435303
2025-04-11,425.46,432.0,417.47,424.44,424.12,39165707
2025-04-14,428.6,436.53,424.98,427.43,427.3,42749064
2025-04-15,442.39,450.36,440.91,446.53,445.94,75267818
2025-04-16,449.54,454.23,444.04,446.27,446.02,61116899
2025-04-17,451.76,454.78,437.71,448.09,447.56,58845045
2025-04-18,456.12,458.37,446.67,456.85,456.31,59413479
2025-04-21,466.1,468.71,461.67,466.24,465.83,46980892
2025-04-22,471.42,486.12,463.53,476.53,475.73,123310615
2025-04-23,483.99,492.34,475.55,482.25,482.0,42046821
2025-04-24,474.54,481.24,464.49,472.64,472.22,97615350
2025-04-25,486.75,493.01,478.29,486.97,486.44,112431884
2025-04-28,480.99,492.12,469.56,477.24,476.6,36495807
2025-04-29,478.94,481.38,475.4,480.06,479.31,61383369
2025-04-30,475.67,479.35,472.88,473.8,473.42,62512844
2025-05-01,470.09,477.91,464.48,473.46,472.85,66662300
2025-05-02,476.41,485.91,465.75,476.49,476.35,92658784
2025-05-05,478.88,491.37,471.86,479.47,478.57,61433557
2025-05-06,484.1,487.38,473.2,483.34,482.97,68291467
2025-05-07,496.52,508.75,484.21,497.81,497.09,161197550
2025-05-08,501.66,512.63,499.18,502.12,502.1,67852296
2025-05-09,503.03,506.25,491.34,500.14,499.94,114782886
2025-05-12,507.57,514.51,498.85,509.12,508.63,80563990
2025-05-13,514.53,526.01,501.91,520.38,519.46,59946753
2025-05-14,515.47,528.09,496.68,509.23,508.7,57207769
2025-05-15,519.95,522.73,505.97,514.97,514.01,69857602
2025-05-16,517.03,532.27,513.49,521.75,521.24,141430265
2025-05-19,521.7,526.41,508.72,519.19,518.68,54960391
2025-05-20,530.57,542.32,528.68,532.45,532.32,62180302
2025-05-21,532.23,538.13,520.77,531.25,530.4,75992255
2025-05-22,533.79,541.73,520.52,532.69,532.43,116719598
2025-05-23,530.4,542.42,525.0,531.28,530.32,61111985
2025-05-26,528.75,542.46,520.22,531.66,530.7,79656233
2025-05-27,518.99,532.88,513.11,521.51,520.53,44375337
2025-05-28,505.13,509.63,499.32,508.39,507.87,94195843
2025-05-29,520.39,532.65,515.99,523.43,522.72,144406904
2025-05-30,515.5,517.99,505.56,515.75,514.94,274240138
2025-06-02,504.31,512.42,492.48,506.85,506.72,68431705
2025-06-03,490.13,497.07,476.3,487.8,487.22,67674701
2025-06-04,487.46,492.66,479.93,482.44,482.41,64355417
2025-06-05,469.38,477.65,459.06,471.3,470.83,48625326
2025-06-06,486.47,498.59,476.57,485.65,485.5,141061853
2025-06-09,496.52,498.62,491.29,494.79,494.6,88475076
2025-06-10,490.53,498.97,487.64,488.91,488.56,164039074
2025-06-11,509.64,515.0,505.59,509.37,508.93,64224153
2025-06-12,521.38,523.57,506.81,518.69,518.04,79253111
2025-06-13,517.64,520.13,507.54,515.9,515.82,72014113
2025-06-16,489.15,505.16,480.19,493.42,492.93,56062907
2025-06-17,517.56,529.0,510.74,514.43,514.24,139431603
2025-06-18,505.06,516.56,492.78,501.95,501.37,86134241
2025-06-19,484.91,499.61,484.1,487.52,486.9,197383004
2025-06-20,496.93,499.91,491.82,496.8,496.24,60623589
2025-06-23,521.82,526.79,511.0,519.33,518.57,91402054
2025-06-24,531.9,541.76,529.5,532.68,532.32,56147167
2025-06-25,542.4,549.24,527.18,538.35,537.53,54838818
2025-06-26,553.4,559.51,540.78,544.39,543.92,112463240
2025-06-27,550.02,558.37,540.86,553.07,552.53,70603822
2025-06-30,555.5,569.48,549.55,560.93,560.2,56529208
2025-07-01,565.23,573.6,555.39,564.03,564.01,70111528
2025-07-02,568.2,570.97,563.32,565.34,564.6,88814282
2025-07-03,564.05,571.92,563.25,564.96,564.26,83299828
2025-07-04,563.27,571.31,544.86,557.59,557.25,91954020
2025-07-07,549.83,563.19,545.72,555.03,554.94,49334300
2025-07-08,541.23,544.5,527.48,538.62,538.52,91309698
2025-07-09,535.63,548.03,522.24,537.91,536.91,66576974
2025-07-10,535.02,535.88,525.45,528.66,527.93,71768341
2025-07-11,525.72,530.73,514.67,518.49,518.36,98214484
2025-07-14,517.62,530.67,508.86,520.41,520.04,166618715
2025-07-15,531.8,541.61,518.94,533.85,533.22,77230150
2025-07-16,546.26,550.23,530.52,542.99,542.09,40164204
2025-07-17,526.67,537.43,519.78,528.1,528.05,69113820
2025-07-18,518.84,526.59,508.42,519.01,518.76,56192659
2025-07-21,528.2,538.82,525.86,528.11,527.17,85420654
2025-07-22,512.11,528.76,499.58,519.08,519.07,92384898
2025-07-23,517.17,525.31,504.69,517.22,517.01,64323597
2025-07-24,520.08,529.25,517.52,522.6,521.6,58074323
2025-07-25,512.03,515.96,507.84,513.8,513.17,108230094
2025-07-28,520.22,524.0,513.26,515.01,514.74,59122639
2025-07-29,498.59,508.58,494.84,503.02,502.95,50100186
2025-07-30,500.66,508.36,487.58,497.83,497.8,55442548
2025-07-31,499.95,507.6,494.91,500.93,500.68,59925097
2025-08-01,486.03,490.84,484.52,486.99,486.13,54998922
2025-08-04,493.8,494.37,486.56,491.08,490.67,88695116
2025-08-05,492.3,498.66,479.07,491.13,490.42,37829131
2025-08-06,498.24,502.16,488.27,496.26,495.35,54673456
2025-08-07,501.87,511.22,493.01,498.49,498.08,69075213
2025-08-08,509.93,511.92,507.38,511.11,510.92,74244535
2025-08-11,510.3,520.2,497.71,512.5,511.97,112416305
2025-08-12,504.91,520.78,494.46,508.78,507.86,107895352
2025-08-13,507.18,512.78,503.25,510.13,509.31,44714097
2025-08-14,526.01,532.5,513.99,515.38,515.31,41027469
2025-08-15,520.56,522.22,514.84,516.06,515.35,70491151
2025-08-18,511.78,524.95,509.79,516.67,516.08,57974506
2025-08-19,505.69,517.67,498.13,510.41,509.49,50135426
2025-08-20,506.29,511.74,492.83,504.59,504.46,70316683
2025-08-21,494.11,500.79,485.87,492.23,491.7,74670902
2025-08-22,510.16,521.64,497.41,508.2,507.31,55344875
2025-08-25,496.29,500.02,490.48,497.18,496.77,58777052
2025-08-26,490.8,491.99,481.97,491.23,490.76,56549910
2025-08-27,486.25,496.8,476.13,485.14,485.07,62382057
2025-08-28,493.54,500.87,490.69,493.24,492.97,81458980
2025-08-29,483.23,501.83,478.55,490.85,490.53,51763310
2025-09-01,501.42,509.92,493.25,502.23,501.28,58504486
2025-09-02,493.44,506.55,492.11,496.4,496.12,62595678
2025-09-03,499.73,505.39,494.29,499.12,498.66,206403891
2025-09-04,502.17,511.71,485.09,491.89,491.23,75623788
2025-09-05,512.8,524.55,498.75,511.49,511.32,124005688
2025-09-08,499.8,508.27,493.6,500.9,500.41,82161797
2025-09-09,507.18,509.88,493.55,503.92,503.18,82711282
2025-09-10,511.66,515.47,504.14,509.93,509.05,64964670
2025-09-11,515.49,518.46,503.64,513.98,513.33,53203959
2025-09-12,514.67,518.24,504.66,512.5,511.81,60376219
2025-09-15,518.9,523.23,500.14,511.53,511.4,57374625
2025-09-16,508.11,519.5,502.59,512.17,511.2,78125759
2025-09-17,512.74,520.48,503.12,511.04,510.91,44085743
2025-09-18,516.85,526.06,508.51,520.22,519.41,82632633
2025-09-19,543.69,552.26,535.61,541.58,541.29,67739411
2025-09-22,532.96,538.0,530.59,536.41,535.41,85955760
2025-09-23,522.06,525.21,520.36,523.59,522.83,57156947
2025-09-24,521.91,525.67,521.18,522.99,522.2,54386269
2025-09-25,551.84,559.25,536.05,548.09,547.85,62466349
2025-09-26,543.94,547.28,536.86,540.46,539.99,62048320
2025-09-29,552.04,561.24,548.69,556.9,556.21,87730779
2025-09-30,574.45,580.55,563.51,574.23,573.35,87496657
2025-10-01,565.97,580.44,561.06,568.79,568.68,119331066
2025-10-02,569.84,575.67,562.35,574.91,573.8,60931936
2025-10-03,591.37,602.1,588.48,592.27,591.22,27417488
2025-10-06,587.24,598.55,573.13,588.51,588.19,62418201
2025-10-07,596.59,608.62,574.05,586.62,585.66,74670078
2025-10-08,582.53,596.16,568.15,580.77,580.17,85504057
2025-10-09,565.02,571.36,558.94,570.52,569.99,76210895
2025-10-10,561.91,566.79,551.07,564.14,563.79,60918538
2025-10-13,556.05,568.43,549.64,552.1,551.46,113121364
2025-10-14,560.77,567.5,552.02,552.69,551.88,52407474
2025-10-15,539.27,553.26,538.47,545.32,544.88,64818735
2025-10-16,540.66,557.14,532.51,547.87,547.18,51734273
2025-10-17,539.96,549.3,526.62,532.98,532.23,70384758
2025-10-20,537.87,550.43,529.2,536.4,535.64,109225751
2025-10-21,541.45,558.34,540.81,544.76,544.7,67291638
2025-10-22,527.76,537.41,519.93,525.79,524.89,67407162
2025-10-23,519.81,533.76,510.33,529.58,529.1,132035003
2025-10-24,541.67,553.65,535.36,541.66,541.37,64595027
2025-10-27,531.45,532.61,520.38,530.23,529.97,96605107
2025-10-28,550.22,553.82,543.08,546.68,546.16,65263251
2025-10-29,547.16,563.49,535.93,551.07,550.09,64040390
2025-10-30,544.69,548.59,536.13,544.37,543.95,95401597
2025-10-31,540.54,547.49,537.27,544.06,543.25,64116214
2025-11-03,550.79,553.17,546.13,549.81,549.7,100511310
2025-11-04,547.36,562.72,538.56,550.81,550.28,48852040
2025-11-05,554.84,563.66,543.23,556.43,555.32,84630468
2025-11-06,543.71,556.94,537.74,547.53,546.68,110993031
2025-11-07,551.95,555.67,545.49,549.45,549.21,92823066
2025-11-10,539.1,549.45,524.19,535.88,535.34,41498556
2025-11-11,534.17,545.34,525.06,535.05,534.8,58543515
2025-11-12,526.79,531.27,520.46,526.65,526.22,65414818
2025-11-13,514.69,525.6,508.15,519.96,519.15,319550465
2025-11-14,530.78,535.11,527.65,531.9,531.08,48213649
2025-11-17,542.5,555.96,533.8,542.69,542.45,52625088
2025-11-18,558.99,568.21,543.65,548.92,547.91,44658865
2025-11-19,534.29,551.09,520.99,538.48,537.84,55549314
2025-11-20,541.15,545.63,528.95,535.66,535.25,110577313
2025-11-21,551.55,562.46,540.8,547.73,547.18,109498284
2025-11-24,550.46,561.13,541.37,549.38,548.71,58394961
2025-11-25,580.11,590.32,559.88,573.06,572.42,84940781
2025-11-26,578.89,592.89,565.71,577.39,576.83,70353089
2025-11-27,581.23,587.3,572.79,579.65,579.06,70077684
2025-11-28,576.48,579.08,565.96,576.69,576.49,59316705
2025-12-01,583.29,593.28,569.62,578.34,577.4,86842969
2025-12-02,581.44,592.2,569.62,577.01,576.39,73091466
2025-12-03,582.12,593.33,578.85,584.68,584.53,71922096
2025-12-04,589.61,598.65,582.45,595.1,594.19,59283882
2025-12-05,586.17,594.7,582.13,587.01,585.91,62063495
2025-12-08,570.16,578.24,557.07,573.37,572.28,82548859
2025-12-09,554.73,561.22,549.71,554.97,554.57,74657486
2025-12-10,565.18,574.5,546.96,560.32,560.17,72462377
2025-12-11,547.79,559.93,540.24,549.55,548.98,56676708
2025-12-12,528.74,532.38,520.2,528.9,528.78,120644161
2025-12-15,533.07,538.79,525.38,532.85,531.86,61201846
2025-12-16,560.87,565.06,555.27,557.56,557.36,69409552
2025-12-17,548.98,560.97,543.48,557.75,557.47,66428476
2025-12-18,564.08,577.71,562.18,566.49,566.03,121002883
2025-12-19,568.42,581.39,558.53,567.58,567.14,64525929
2025-12-22,571.59,577.24,560.18,566.82,565.92,62893291
2025-12-23,574.55,587.51,563.25,576.54,576.01,72357735
2025-12-24,566.26,586.72,562.69,573.79,573.6,57645016
2025-12-25,579.32,591.67,573.97,576.82,576.51,72221888
2025-12-26,577.85,583.56,571.64,580.43,579.84,135984953
2025-12-29,568.97,587.49,555.75,573.75,573.58,76127532
2025-12-30,581.8,590.22,571.3,584.35,583.64,75354534
2025-12-31,582.02,588.1,575.59,582.78,582.12,57253104
